race_id,driver_id,lap_number,gear_position,brake_pressure,engine_temperature,oil_temperature,steering_angle
1,3,51,3,7.59,79.75,96.45,-87.1
1,3,52,2,93.99,77.54,112.15,-95.8
1,3,53,6,72.83,114.9,102.64,3.38
1,3,54,4,44.8,96.23,87.19,-53.19
1,3,55,2,81.75,116.22,115.16,121.18
1,3,56,3,16.65,93.75,108.74,-56.56
1,3,57,7,41.95,93.48,89.29,35.95
1,3,58,6,77.22,84.9,115.65,-143.49
1,3,59,8,27.28,86.55,114.67,15.34
1,3,60,1,74.67,102.56,73.58,-149.62
1,3,61,2,41.51,87.1,102.66,146.56
1,3,62,3,16.06,101.25,89.74,69.36
1,3,63,2,32.27,110.86,80.42,64.88
1,3,64,6,10.96,110.71,118.96,139.31
1,3,65,1,25.47,111.31,99.21,-156.84
1,3,66,6,87.82,98.44,92.87,147.88
1,3,67,2,24.7,92.29,79.53,-11.77
1,3,68,3,3.17,114.64,92.73,19.84
1,3,69,6,51.89,117.9,115.23,-148.72
1,3,70,2,11.75,84.03,78.68,138.4
1,4,1,7,86.94,73.41,93.64,0.68
1,4,2,7,86.04,85.47,73.03,145.51
1,4,3,4,76.51,85.57,112.15,-44.58
1,4,4,2,86.93,96.12,99.28,41.11
1,4,5,8,45.91,97.98,113.45,-168.36
1,4,6,3,75.79,105.96,99.08,147.9
1,4,7,8,63.1,95.18,108.24,-165.18
1,4,8,2,24.13,75.0,100.4,-14.92
1,4,9,6,2.03,75.87,104.21,48.5
1,4,10,5,12.72,101.91,95.58,74.26
1,4,11,2,31.19,101.25,88.37,-109.08
1,4,12,1,98.04,72.39,83.51,166.26
1,4,13,3,89.37,101.37,112.07,-13.93
1,4,14,3,76.78,110.4,102.4,57.86
1,4,15,1,87.8,81.57,88.05,-127.01
1,4,16,8,90.57,95.38,70.13,-152.59
1,4,17,3,63.21,97.3,87.29,83.39
1,4,18,7,16.92,101.93,88.88,-9.27
1,4,19,5,74.56,109.48,96.5,114.62
1,4,20,4,21.57,103.53,76.24,106.39
1,4,21,2,18.84,105.72,105.9,-21.1
1,4,22,5,36.29,82.85,87.49,-85.83
1,4,23,6,4.63,118.88,71.3,-157.31
1,4,24,7,23.13,110.51,118.77,53.85
1,4,25,7,75.28,96.0,71.05,-145.33
1,4,26,1,12.52,92.85,83.52,-117.35
1,4,27,7,66.44,88.29,76.46,-0.57
1,4,28,3,97.8,98.99,99.88,-12.29
1,4,29,1,67.28,106.58,93.8,-132.16
1,4,30,5,50.24,76.32,110.46,20.44
1,4,31,3,2.56,118.85,75.51,-165.38
1,4,32,6,86.14,110.25,87.08,157.27
1,4,33,7,5.27,112.62,90.46,45.11
1,4,34,4,5.03,119.03,115.73,-16.26
1,4,35,3,59.3,81.69,74.03,15.42
1,4,36,4,88.18,118.1,97.64,9.14
1,4,37,4,69.47,100.83,117.16,-102.98
1,4,38,5,70.91,119.04,91.02,-107.13
1,4,39,7,12.65,96.67,89.02,-101.88
1,4,40,1,1.58,76.0,98.22,39.56
1,4,41,2,23.79,80.5,95.37,-32.41
1,4,42,4,8.64,90.7,85.46,-111.51
1,4,43,5,44.62,109.72,74.51,-142.08
1,4,44,3,45.33,82.64,85.77,-34.28
1,4,45,2,75.81,101.34,112.92,39.79
1,4,46,6,48.19,106.33,90.65,79.89
1,4,47,3,34.88,91.24,99.01,95.78
1,4,48,6,67.34,75.08,118.46,47.27
1,4,49,5,29.42,74.16,76.38,173.9
1,4,50,1,4.52,81.66,119.16,-103.93
1,4,51,7,13.94,111.22,101.38,166.44
1,4,52,4,11.14,85.32,106.56,-164.08
1,4,53,2,33.57,109.14,97.17,-26.04
1,4,54,1,20.85,97.79,105.55,61.74
1,4,55,6,95.98,106.79,100.03,167.5
1,4,56,1,66.03,93.48,74.61,-102.09
1,4,57,6,45.25,81.85,71.35,-117.64
1,4,58,3,69.15,110.56,95.14,-116.74
1,4,59,5,36.68,115.44,119.24,72.17
1,4,60,4,33.05,99.84,85.24,85.31
1,4,61,7,56.3,74.18,83.34,-119.42
1,4,62,4,15.76,115.15,100.11,122.67
1,4,63,2,42.08,116.87,72.25,-81.67
1,4,64,4,81.22,88.15,100.32,100.55
1,4,65,4,9.34,104.36,107.8,110.68
1,4,66,2,87.6,105.81,87.72,-107.71
1,4,67,7,59.54,76.3,74.93,141.75
1,4,68,4,84.14,80.51,70.04,35.87
1,4,69,5,35.37,114.45,118.95,-177.97
1,4,70,8,52.72,93.88,104.27,30.85
1,5,1,8,11.03,96.72,102.91,-37.84
1,5,2,7,89.56,91.39,84.77,2.86
1,5,3,6,74.28,76.06,70.17,68.96
1,5,4,5,61.83,85.78,86.07,127.63
1,5,5,1,2.86,86.26,86.49,-145.71
1,5,6,2,37.42,81.93,75.6,-132.28
1,5,7,6,50.21,100.03,113.21,26.12
1,5,8,6,27.8,84.34,72.45,76.44
1,5,9,6,65.16,118.06,71.72,-136.46
1,5,10,2,74.7,72.29,85.5,-46.33
1,5,11,1,44.4,83.15,77.8,-120.1
1,5,12,5,25.63,86.7,114.54,137.27
1,5,13,7,2.8,104.6,117.07,-38.24
1,5,14,2,94.39,72.18,101.6,-127.34
1,5,15,5,88.54,77.82,97.24,21.27
1,5,16,5,11.92,82.76,78.12,85.88
1,5,17,5,13.1,113.07,91.88,77.35
1,5,18,8,85.67,71.99,116.14,-159.24
1,5,19,1,2.27,115.06,70.63,22.53
1,5,20,5,96.24,87.77,98.8,150.7
1,5,21,5,26.78,110.79,76.3,126.34
1,5,22,8,47.05,99.79,116.12,-13.99
1,5,23,5,73.24,114.46,114.44,146.68
1,5,24,8,53.15,102.75,114.7,-0.44
1,5,25,5,96.02,77.6,114.8,-80.44
1,5,26,1,3.27,101.32,99.68,30.21
1,5,27,1,82.2,94.6,71.66,35.53
1,5,28,5,31.68,119.23,81.04,46.97
1,5,29,7,67.36,86.91,79.31,98.6
1,5,30,4,81.6,90.67,103.65,49.71
1,5,31,5,19.41,117.44,71.15,145.23
1,5,32,8,59.54,71.29,111.76,-52.88
1,5,33,1,78.27,98.34,86.56,77.91
1,5,34,6,15.02,114.63,99.97,24.19
1,5,35,4,38.24,100.37,78.94,147.85
1,5,36,6,12.39,100.78,91.2,156.7
1,5,37,5,69.1,119.92,100.68,0.89
1,5,38,4,82.51,90.03,85.48,-26.53
1,5,39,8,83.05,83.59,106.42,16.89
1,5,40,4,29.55,104.27,91.07,-55.93
1,5,41,6,77.32,115.02,112.59,61.15
1,5,42,7,34.51,118.72,107.76,105.01
1,5,43,7,18.87,87.17,86.15,73.01
1,5,44,2,42.12,91.02,101.15,-23.15
1,5,45,3,58.8,85.36,104.29,46.49
1,5,46,6,96.66,100.93,81.07,88.51
1,5,47,7,23.11,89.05,112.36,-55.83
1,5,48,1,68.86,92.73,110.78,-161.57
1,5,49,8,42.41,116.11,89.07,-162.7
1,5,50,6,59.79,73.87,93.47,72.08
1,5,51,3,27.62,93.2,103.15,172.04
1,5,52,1,11.4,94.21,72.51,-12.09
1,5,53,8,70.67,85.19,88.27,18.0
1,5,54,4,9.97,84.81,98.77,-119.52
1,5,55,8,23.15,71.01,98.61,28.85
1,5,56,8,9.26,119.51,88.07,116.79
1,5,57,8,46.23,93.44,117.81,-61.78
1,5,58,1,25.26,95.94,112.2,-168.19
1,5,59,4,16.12,96.94,102.45,96.88
1,5,60,3,59.27,88.59,77.53,-0.12
1,5,61,4,7.69,117.51,99.42,38.67
1,5,62,4,1.76,118.08,112.28,31.76
1,5,63,2,58.89,94.18,83.03,-63.71
1,5,64,3,21.82,98.44,97.42,98.76
1,5,65,2,17.6,116.3,116.98,79.32
1,5,66,2,13.24,73.97,106.6,-86.95
1,5,67,6,14.03,105.44,83.89,36.72
1,5,68,6,66.32,88.97,80.67,85.3
1,5,69,2,86.08,111.16,89.87,-61.69
1,5,70,7,66.69,95.83,98.65,-172.27
1,6,1,1,77.2,93.72,77.22,42.1
1,6,2,3,53.04,119.6,106.81,-171.89
1,6,3,4,86.08,82.1,110.1,77.99
1,6,4,8,34.86,85.08,80.85,135.51
1,6,5,2,22.09,96.69,82.76,142.64
1,6,6,4,65.14,106.52,86.3,172.64
1,6,7,4,65.93,86.53,116.13,110.08
1,6,8,3,94.12,89.06,108.26,-0.12
1,6,9,8,97.68,96.83,118.87,133.62
1,6,10,4,74.58,72.6,106.33,-131.43
1,6,11,4,66.09,100.46,116.97,52.1
1,6,12,5,44.98,77.33,82.78,95.0
1,6,13,1,77.37,117.65,79.21,164.58
1,6,14,3,54.37,92.81,113.21,-32.6
1,6,15,6,31.06,71.27,103.43,-158.22
1,6,16,8,12.01,118.4,98.12,-77.88
1,6,17,6,47.07,85.46,85.5,130.16
1,6,18,3,50.9,104.18,81.19,68.39
1,6,19,5,5.44,97.93,117.55,25.74
1,6,20,1,40.96,83.65,105.28,55.4
1,6,21,1,85.08,88.71,87.77,140.12
1,6,22,8,50.26,117.5,82.15,-71.37
1,6,23,1,26.5,82.35,106.89,52.02
1,6,24,8,84.76,118.03,95.25,80.18
1,6,25,1,17.18,103.24,73.41,88.24
1,6,26,1,12.09,111.16,91.7,-60.62
1,6,27,6,32.84,89.25,118.26,120.55
1,6,28,5,49.98,87.58,117.7,153.99
1,6,29,3,60.51,71.76,77.26,96.55
1,6,30,5,46.79,111.31,85.11,-153.66
1,6,31,5,49.21,113.29,115.93,-88.34
1,6,32,7,19.72,105.0,113.01,-163.48
1,6,33,6,85.32,102.01,96.16,114.95
1,6,34,3,7.04,117.4,105.63,104.28
1,6,35,6,44.21,88.71,111.91,85.71
1,6,36,1,83.02,88.84,72.14,40.38
1,6,37,6,90.47,115.24,93.36,-139.05
1,6,38,8,18.7,113.69,86.03,-47.49
1,6,39,5,23.27,88.92,72.6,-170.61
1,6,40,2,1.94,115.14,97.39,-44.99
1,6,41,3,18.97,115.6,87.32,-71.67
1,6,42,4,51.04,84.24,101.55,59.85
1,6,43,3,51.7,112.0,96.02,97.01
1,6,44,5,41.47,80.93,101.26,-68.67
1,6,45,5,27.61,88.11,80.93,18.59
1,6,46,5,52.33,110.3,102.47,-104.95
1,6,47,4,46.82,73.42,104.16,3.45
1,6,48,2,11.96,80.87,102.75,69.11
1,6,49,6,67.7,102.35,85.5,139.29
1,6,50,8,46.61,81.45,96.97,-109.38
1,6,51,2,56.92,90.88,116.84,7.73
1,6,52,3,10.11,114.33,92.65,66.31
1,6,53,5,58.13,117.49,78.21,130.76
1,6,54,6,36.12,112.8,113.3,100.2
1,6,55,2,54.04,89.49,83.25,-127.24
1,6,56,8,55.23,114.32,112.99,-45.29
1,6,57,4,84.05,77.98,87.49,-65.63
1,6,58,6,20.32,87.27,76.19,-103.33
1,6,59,3,55.69,119.4,72.05,80.21
1,6,60,8,29.99,102.51,110.98,126.29
1,6,61,5,61.96,93.38,117.05,-54.84
1,6,62,6,51.04,97.3,118.16,-134.4
1,6,63,4,58.07,86.66,87.14,177.81
1,6,64,3,93.02,117.16,118.56,157.91
1,6,65,2,34.29,117.07,95.61,-38.93
1,6,66,7,87.26,110.0,111.56,-118.9
1,6,67,4,63.0,112.78,81.02,-38.42
1,6,68,6,87.86,93.47,110.13,130.44
1,6,69,8,27.28,99.23,85.34,45.92
1,6,70,4,92.69,111.02,78.73,-63.85
1,7,1,5,41.65,96.36,111.64,149.15
1,7,2,5,5.5,84.17,116.66,-152.47
1,7,3,6,11.02,82.44,80.54,-130.9
1,7,4,4,53.39,71.42,75.26,113.64
1,7,5,5,44.71,94.92,70.71,-143.57
1,7,6,3,64.98,119.4,95.72,15.45
1,7,7,6,13.48,96.88,86.85,-23.46
1,7,8,6,8.15,88.93,70.72,-75.46
1,7,9,1,42.07,76.35,107.11,55.42
1,7,10,2,36.34,89.12,108.02,-9.06
1,7,11,3,89.16,111.15,109.82,-87.17
1,7,12,4,10.76,101.34,100.68,67.26
1,7,13,6,74.39,100.78,80.62,-29.84
1,7,14,1,43.34,97.65,99.21,156.72
1,7,15,2,46.59,88.12,70.62,-74.87
1,7,16,5,52.73,95.23,103.73,64.12
1,7,17,3,90.87,95.48,100.89,49.98
1,7,18,5,89.91,76.56,110.3,53.23
1,7,19,8,6.39,114.61,116.12,-62.18
1,7,20,7,42.82,108.38,117.94,175.57
1,7,21,8,2.76,110.01,114.48,-84.72
1,7,22,1,8.54,118.15,76.94,72.8
1,7,23,5,13.02,110.48,73.86,56.9
1,7,24,7,92.58,111.41,84.42,148.93
1,7,25,8,17.47,116.88,119.53,124.88
1,7,26,4,3.33,74.76,100.8,156.28
1,7,27,7,12.21,91.68,105.47,-11.17
1,7,28,1,99.33,116.76,74.88,-140.81
1,7,29,2,79.91,95.79,112.7,0.27
1,7,30,8,32.97,109.27,76.41,-168.75
1,7,31,8,12.28,98.66,105.69,-123.33
1,7,32,4,1.76,88.3,81.36,-35.82
1,7,33,6,1.82,108.38,99.88,-106.04
1,7,34,1,87.73,107.57,97.93,174.16
1,7,35,4,75.38,91.86,97.61,-29.12
1,7,36,1,60.53,78.56,82.13,-68.6
1,7,37,7,49.5,80.93,113.6,-138.32
1,7,38,3,57.05,104.01,85.38,160.16
1,7,39,3,92.92,108.62,81.89,156.0
1,7,40,6,68.22,115.95,91.26,-94.44
1,7,41,5,73.85,110.6,83.87,172.57
1,7,42,8,65.29,116.15,94.86,-29.09
1,7,43,6,90.61,111.47,71.52,51.13
1,7,44,8,27.52,71.8,104.79,-128.96
1,7,45,8,19.68,105.15,82.46,165.69
1,7,46,3,42.34,99.82,111.42,-106.61
1,7,47,8,19.79,115.97,112.43,-13.14
1,7,48,8,42.71,93.02,112.87,143.1
1,7,49,7,45.21,87.73,113.29,15.07
1,7,50,8,46.23,81.93,82.33,80.58
1,7,51,8,90.09,90.33,98.32,-143.09
1,7,52,3,40.11,91.51,78.28,100.12
1,7,53,2,64.44,77.82,119.09,63.47
1,7,54,3,30.72,93.77,106.79,3.79
1,7,55,4,26.93,87.03,107.63,-86.83
1,7,56,2,83.14,96.05,100.0,-71.62
1,7,57,8,80.35,90.85,89.03,158.34
1,7,58,8,3.07,95.61,119.54,171.91
1,7,59,8,34.23,86.51,72.77,21.85
1,7,60,4,49.69,86.68,103.79,8.01
1,7,61,7,92.46,111.61,100.91,2.74
1,7,62,3,58.27,108.04,84.21,-122.71
1,7,63,2,95.6,111.78,91.11,115.25
1,7,64,6,77.44,105.75,114.74,112.02
1,7,65,7,79.9,119.42,107.16,39.24
1,7,66,6,44.69,81.84,74.25,160.48
1,7,67,8,72.19,76.95,101.15,-150.55
1,7,68,6,17.79,116.87,78.08,-87.62
1,7,69,5,88.64,108.54,87.79,-170.36
1,7,70,2,15.9,74.06,77.09,90.46
1,8,1,2,68.88,100.57,78.9,-117.39
1,8,2,5,76.29,93.76,100.86,-176.43
1,8,3,1,61.02,87.3,84.51,-130.25
1,8,4,7,98.18,70.2,93.36,167.06
1,8,5,2,16.95,73.0,84.62,131.48
1,8,6,6,39.94,76.0,105.92,47.38
1,8,7,8,4.55,108.74,113.81,157.47
1,8,8,3,50.31,113.1,76.66,84.95
1,8,9,2,66.58,114.72,111.8,119.53
1,8,10,5,72.56,92.46,117.47,-144.8
1,8,11,5,68.72,102.65,71.52,96.54
1,8,12,2,1.16,70.96,114.91,171.61
1,8,13,8,88.96,72.96,99.6,56.96
1,8,14,1,62.28,89.46,116.95,-93.29
1,8,15,1,26.18,79.19,85.05,-21.06
1,8,16,7,25.7,115.12,89.15,26.56
1,8,17,4,5.25,88.06,112.5,-176.18
1,8,18,2,86.98,119.08,87.1,22.95
1,8,19,5,24.86,99.53,72.95,-115.65
1,8,20,2,77.4,85.22,105.73,50.53
1,8,21,8,16.8,107.1,107.9,-125.08
1,8,22,5,9.16,110.04,73.94,-112.62
1,8,23,3,74.1,111.57,76.3,91.5
1,8,24,5,92.01,115.6,108.35,-151.72
1,8,25,2,23.19,89.34,117.3,-55.09
1,8,26,5,25.53,79.92,100.34,136.57
1,8,27,4,77.82,118.57,82.31,-75.68
1,8,28,5,72.93,105.08,75.26,-49.33
1,8,29,5,78.79,84.1,108.78,-78.69
1,8,30,3,21.24,76.36,75.41,-85.66
1,8,31,7,14.86,101.2,111.52,31.4
1,8,32,2,74.89,118.91,106.58,37.14
1,8,33,7,97.95,101.09,106.72,-63.39
1,8,34,5,24.18,117.04,111.5,9.79
1,8,35,2,88.72,76.35,89.44,104.83
1,8,36,3,16.59,117.29,106.75,-80.84
1,8,37,1,79.42,113.05,95.11,75.55
1,8,38,7,28.77,95.7,103.03,12.4
1,8,39,4,70.34,82.55,98.81,118.55
1,8,40,7,43.26,104.8,107.76,-145.35
1,8,41,2,96.46,89.76,107.58,-102.4
1,8,42,6,10.43,71.44,72.62,-160.96
1,8,43,3,86.34,75.78,115.33,-3.97
1,8,44,6,96.67,101.07,106.47,-118.41
1,8,45,3,89.57,112.55,71.85,-131.96
1,8,46,1,27.27,98.88,108.83,-10.58
1,8,47,8,25.35,76.93,118.91,91.45
1,8,48,7,89.14,77.86,93.98,-26.51
1,8,49,3,49.21,72.08,113.26,-100.53
1,8,50,8,57.47,90.14,117.24,132.39
1,8,51,2,93.26,79.91,118.85,-2.34
1,8,52,2,76.42,98.52,87.71,151.72
1,8,53,6,54.75,104.18,102.44,121.69
1,8,54,6,39.87,80.31,97.47,165.73
1,8,55,6,99.99,100.44,95.28,27.78
1,8,56,6,95.92,84.43,111.77,-68.54
1,8,57,5,69.79,84.73,112.48,129.92
1,8,58,6,82.3,119.19,103.82,-144.2
1,8,59,7,69.75,103.47,78.76,120.86
1,8,60,5,29.71,113.86,100.95,104.17
1,8,61,4,64.72,72.35,82.15,-96.74
1,8,62,1,60.31,87.16,99.78,-84.0
1,8,63,2,80.29,91.87,115.03,72.24
1,8,64,4,70.47,81.75,70.29,-23.01
1,8,65,5,75.88,106.26,114.37,135.51
1,8,66,7,78.12,105.71,113.5,-52.79
1,8,67,5,33.26,111.67,76.57,118.36
1,8,68,7,60.07,93.6,94.78,41.64
1,8,69,4,16.84,91.2,74.41,171.72
1,8,70,7,2.7,100.78,110.24,14.59
1,9,1,4,11.7,73.88,77.46,113.23
1,9,2,1,57.44,79.86,112.05,60.23
1,9,3,6,61.55,101.52,118.15,165.85
1,9,4,7,39.04,104.94,117.4,66.22
1,9,5,7,81.19,73.06,105.56,-90.71
1,9,6,2,35.31,107.38,117.37,-55.78
1,9,7,7,10.56,98.84,83.25,-94.04
1,9,8,8,26.35,103.99,118.71,21.69
