race_id,driver_id,lap_number,tyre_surface_temperature0,tyre_surface_temperature1,tyre_surface_temperature2,tyre_surface_temperature3,tyre_inner_temperature0,tyre_inner_temperature1,tyre_inner_temperature2,tyre_inner_temperature3
1,3,15,66.22,71.55,93.53,159.4,54.54,30.84,21.64,47.78
1,3,16,65.01,23.79,146.2,44.92,97.36,70.1,86.55,68.97
1,3,17,130.66,27.0,151.28,135.52,77.99,56.11,39.91,83.84
1,3,18,40.55,113.95,95.71,53.04,51.92,47.84,84.24,69.47
1,3,19,127.59,77.77,147.59,112.74,69.12,30.98,35.79,85.98
1,3,20,139.9,58.24,96.33,92.79,43.08,84.38,81.61,27.06
1,3,21,137.77,25.03,103.01,71.36,53.52,79.27,23.26,22.87
1,3,22,53.51,150.03,99.95,28.07,30.72,75.08,28.97,25.31
1,3,23,132.94,75.98,21.15,52.92,26.31,23.67,21.12,68.08
1,3,24,63.94,20.46,123.03,116.03,93.89,50.99,94.15,23.46
1,3,25,22.13,98.69,34.83,115.37,89.73,109.94,84.03,33.68
1,3,26,129.42,135.48,52.75,30.91,65.39,98.94,79.5,75.21
1,3,27,87.28,121.49,102.09,82.33,24.33,22.33,36.4,29.52
1,3,28,31.59,49.2,142.85,41.9,55.2,81.18,89.55,40.36
1,3,29,90.28,155.45,119.71,136.67,98.68,74.61,59.86,66.14
1,3,30,103.61,101.27,76.77,48.87,62.84,102.99,68.01,69.38
1,3,31,112.93,85.34,76.12,38.24,31.46,99.77,96.62,51.52
1,3,32,69.21,33.45,158.29,111.87,32.25,90.07,89.65,78.06
1,3,33,159.75,137.58,95.12,45.64,66.38,56.08,86.26,91.09
1,3,34,58.13,96.9,39.33,121.25,105.0,86.36,84.15,44.42
1,3,35,153.18,29.77,77.64,136.55,42.87,41.63,72.29,76.91
1,3,36,62.14,154.12,117.02,70.6,40.37,106.42,31.65,22.64
1,3,37,31.15,108.15,108.79,69.74,49.26,105.97,104.4,47.06
1,3,38,50.21,141.43,85.32,25.61,101.27,68.42,32.25,66.06
1,3,39,147.41,140.17,103.27,75.36,38.95,22.84,48.61,55.86
1,3,40,58.26,142.34,24.4,137.33,44.11,42.34,57.24,39.98
1,3,41,59.53,145.77,73.67,87.19,108.67,90.91,29.64,88.96
1,3,42,60.64,152.47,83.4,152.16,35.59,21.06,69.91,108.14
1,3,43,63.48,141.74,133.42,46.24,108.01,54.97,57.03,22.11
1,3,44,139.77,54.84,151.67,133.4,108.37,94.07,76.84,78.29
1,3,45,139.19,151.97,76.04,119.25,108.31,96.13,86.71,33.02
1,3,46,95.57,38.02,79.38,114.95,20.41,81.68,67.79,80.77
1,3,47,84.61,122.13,84.93,117.01,22.02,29.96,34.94,97.62
1,3,48,49.7,60.72,126.04,127.72,53.27,63.28,73.62,100.63
1,3,49,156.25,34.23,157.04,123.19,100.68,53.32,102.51,72.52
1,3,50,109.51,23.93,36.05,56.76,74.8,31.14,79.38,102.13
1,3,51,140.53,92.12,151.67,20.88,83.98,108.35,80.75,23.56
1,3,52,107.28,58.58,64.98,95.94,100.82,36.72,91.76,26.62
1,3,53,88.94,158.62,86.31,120.93,81.6,56.85,101.49,58.23
1,3,54,143.17,112.31,115.06,82.89,43.65,74.35,75.25,38.46
1,3,55,49.54,159.92,82.19,117.08,76.2,21.52,103.38,41.28
1,3,56,58.58,32.68,36.08,148.15,27.95,91.58,74.22,27.65
1,3,57,70.21,138.55,42.83,54.5,46.54,64.29,21.69,36.53
1,3,58,29.6,147.11,144.4,86.9,79.15,50.82,36.12,90.6
1,3,59,129.81,105.36,74.2,87.66,31.23,20.62,39.12,100.14
1,3,60,126.61,144.39,49.36,115.8,92.44,69.84,52.0,95.53
1,3,61,33.05,43.73,52.82,88.95,28.21,61.14,46.74,96.54
1,3,62,152.9,158.99,45.64,151.73,30.69,81.39,94.37,94.42
1,3,63,150.25,105.71,86.92,113.1,46.05,100.08,44.54,75.65
1,3,64,150.3,22.22,136.24,50.54,106.88,36.16,55.44,80.25
1,3,65,91.8,31.85,74.34,122.13,31.97,54.96,85.24,30.66
1,3,66,73.86,86.26,129.34,20.83,38.57,48.86,86.28,51.46
1,3,67,136.13,30.2,51.48,44.29,70.28,20.35,47.77,25.19
1,3,68,126.73,119.83,41.54,46.0,50.05,85.89,99.76,109.94
1,3,69,87.54,107.87,73.36,129.0,30.16,33.88,82.72,62.48
1,3,70,53.96,79.36,51.56,120.34,62.38,60.44,25.4,62.41
1,4,1,100.39,159.15,127.68,34.32,93.82,52.0,42.32,98.37
1,4,2,68.32,140.08,137.33,83.77,26.78,64.44,97.07,69.1
1,4,3,138.65,40.36,92.19,104.28,88.89,33.12,32.92,83.81
1,4,4,107.74,85.59,136.63,21.99,61.48,98.84,34.8,37.12
1,4,5,40.87,83.51,36.05,145.97,20.98,45.8,100.7,99.4
1,4,6,144.3,131.43,137.59,110.89,81.32,34.75,67.82,95.38
1,4,7,124.25,73.22,36.73,33.09,80.56,47.79,88.04,57.22
1,4,8,46.37,66.39,103.62,150.97,28.58,104.5,52.36,94.28
1,4,9,35.94,27.99,116.48,79.99,82.16,71.88,32.44,60.44
1,4,10,120.14,47.58,51.19,95.75,21.94,95.35,31.78,22.98
1,4,11,134.23,157.56,119.43,110.42,102.36,22.43,52.86,75.78
1,4,12,62.58,99.82,137.17,144.17,65.61,26.12,66.11,56.03
1,4,13,72.09,52.26,136.78,45.63,55.84,89.6,89.05,84.09
1,4,14,131.25,81.45,80.17,38.97,109.16,108.49,57.69,24.68
1,4,15,46.33,89.24,144.93,131.08,74.51,25.07,106.24,49.21
1,4,16,136.61,104.66,151.66,114.79,24.93,80.56,63.83,108.67
1,4,17,76.32,119.5,133.7,121.32,54.95,72.09,84.76,64.01
1,4,18,158.81,38.01,122.44,151.84,62.44,75.96,95.65,104.24
1,4,19,137.33,99.09,106.72,110.85,21.06,109.25,65.47,49.19
1,4,20,62.76,101.05,129.31,150.05,55.76,100.61,60.15,80.43
1,4,21,61.55,56.81,26.83,103.97,81.31,58.61,92.37,26.65
1,4,22,58.49,154.99,70.38,62.01,29.87,88.69,91.04,54.88
1,4,23,83.12,129.84,85.71,134.76,22.11,106.03,78.52,87.51
1,4,24,70.8,82.66,114.71,122.95,68.97,78.02,61.8,44.1
1,4,25,33.95,43.98,53.35,119.02,86.36,70.39,99.29,90.11
1,4,26,48.49,31.73,103.24,105.69,34.66,81.0,82.7,77.6
1,4,27,24.04,117.23,96.64,51.13,70.72,22.64,41.44,74.59
1,4,28,42.73,98.54,125.64,109.9,76.65,36.79,54.58,30.02
1,4,29,79.17,154.0,95.89,136.5,71.02,60.3,30.34,42.36
1,4,30,115.5,127.54,85.79,154.21,92.36,108.76,52.7,55.7
1,4,31,140.35,33.17,90.21,130.81,53.1,98.89,90.49,94.53
1,4,32,120.85,74.08,131.26,53.04,106.95,73.14,32.05,89.08
1,4,33,24.98,54.15,94.7,67.59,85.84,82.61,82.49,20.44
1,4,34,146.25,40.9,107.38,98.27,87.82,46.2,79.99,71.55
1,4,35,121.41,147.72,122.22,132.06,88.6,39.19,81.91,102.84
1,4,36,140.78,147.03,71.63,132.3,99.69,56.07,24.09,78.56
1,4,37,46.88,124.45,117.98,50.41,84.26,50.15,79.24,26.99
1,4,38,138.72,126.7,22.6,24.89,64.49,91.81,61.17,92.08
1,4,39,30.53,31.08,116.73,137.27,91.58,26.5,44.2,81.68
1,4,40,104.12,132.12,141.66,80.79,73.07,45.78,94.21,26.03
1,4,41,92.69,116.89,133.25,119.29,45.98,38.44,41.62,78.22
1,4,42,126.81,125.05,126.95,66.65,29.0,85.5,34.9,97.63
1,4,43,61.97,85.53,37.87,25.12,51.65,32.07,21.88,44.89
1,4,44,103.6,96.88,49.98,144.91,88.07,56.08,62.92,63.96
1,4,45,88.89,128.37,66.09,123.38,89.59,34.63,22.55,67.1
1,4,46,117.49,96.71,150.35,141.83,93.98,53.94,62.21,76.81
1,4,47,40.0,64.6,129.3,82.59,52.13,42.55,37.04,70.03
1,4,48,94.06,42.02,78.15,103.13,61.15,50.31,20.85,100.46
1,4,49,136.93,127.69,67.2,68.9,38.61,25.13,103.68,40.81
1,4,50,156.85,149.34,81.0,120.0,69.58,66.33,52.92,109.95
1,4,51,143.21,56.94,115.42,154.51,42.93,30.15,21.31,108.84
1,4,52,21.6,91.31,115.42,51.58,80.01,74.38,69.52,25.83
1,4,53,35.8,37.89,61.4,79.12,69.0,57.45,79.11,65.17
1,4,54,113.75,126.69,134.49,47.11,68.33,42.19,36.0,51.87
1,4,55,45.47,72.13,30.7,157.44,68.99,97.42,61.43,55.5
1,4,56,108.69,63.19,24.95,131.56,49.39,101.59,91.51,91.21
1,4,57,147.16,80.27,127.68,20.26,40.56,84.66,28.74,47.03
1,4,58,120.17,107.83,29.23,58.38,99.77,102.3,96.04,52.6
1,4,59,120.95,134.57,72.27,83.57,60.25,98.1,67.21,77.02
1,4,60,81.28,28.97,126.91,105.29,74.24,106.72,107.12,35.21
1,4,61,135.24,80.1,27.43,88.52,48.2,85.62,81.22,72.52
1,4,62,74.77,72.56,77.16,101.07,74.46,37.44,40.14,63.08
1,4,63,134.93,77.94,149.97,115.44,29.29,49.55,62.75,65.43
1,4,64,133.68,65.77,44.53,67.86,62.82,60.68,34.83,104.7
1,4,65,81.85,92.55,36.81,114.59,65.4,52.42,39.07,72.71
1,4,66,21.79,58.89,98.19,74.87,44.03,57.43,51.85,104.12
1,4,67,118.7,126.92,131.83,76.08,37.72,105.28,107.97,29.79
1,4,68,57.08,91.58,124.35,50.9,105.59,92.99,24.36,64.4
1,4,69,50.06,31.71,150.85,42.14,61.55,103.36,92.76,26.25
1,4,70,101.15,97.46,52.12,103.7,91.4,103.91,76.34,49.96
1,5,1,36.37,51.59,137.19,68.19,34.76,100.03,95.03,38.95
1,5,2,76.8,50.28,82.62,139.09,97.58,33.33,56.71,83.89
1,5,3,46.4,109.12,26.55,121.66,78.65,103.73,48.94,47.37
1,5,4,24.55,143.09,94.75,50.19,80.97,26.35,79.0,89.23
1,5,5,106.72,148.36,44.99,59.31,50.51,44.12,75.07,49.26
1,5,6,98.92,72.71,90.26,60.78,79.88,78.45,70.77,99.8
1,5,7,42.6,80.57,77.71,131.36,74.68,104.21,99.65,38.52
1,5,8,120.48,145.11,55.35,40.62,91.04,76.27,53.34,63.38
1,5,9,152.4,158.18,82.16,62.86,47.99,38.23,101.28,107.73
1,5,10,151.1,31.53,139.45,85.69,74.56,74.31,88.93,76.59
1,5,11,142.95,77.83,155.62,125.52,97.99,51.04,108.87,100.18
1,5,12,22.96,131.32,30.01,125.1,82.45,46.3,24.25,96.79
1,5,13,74.81,26.17,92.0,22.33,42.95,33.39,89.43,32.87
1,5,14,120.03,98.69,103.73,108.51,57.73,51.64,42.21,62.15
1,5,15,47.66,28.88,143.22,52.12,44.93,94.24,79.75,48.82
1,5,16,81.82,115.68,93.67,93.92,47.4,66.25,99.41,85.6
1,5,17,158.28,134.44,111.12,82.31,52.16,67.99,93.8,56.67
1,5,18,138.94,92.71,36.89,118.85,21.69,42.36,38.34,52.89
1,5,19,84.66,28.59,82.1,62.86,94.96,73.0,29.78,105.03
1,5,20,45.26,91.9,125.8,35.77,35.58,58.55,26.51,91.9
1,5,21,146.76,62.18,55.29,43.38,76.62,78.91,54.52,84.14
1,5,22,107.03,134.68,91.24,120.17,71.34,91.3,100.65,37.9
1,5,23,153.52,39.06,59.07,85.7,33.85,63.61,34.09,29.07
1,5,24,41.54,101.95,155.79,51.7,32.98,21.18,38.87,40.59
1,5,25,71.27,121.16,44.38,158.22,95.11,70.34,69.93,90.12
1,5,26,155.19,43.82,88.86,66.25,35.72,67.7,43.98,67.49
1,5,27,51.1,68.57,66.22,31.04,92.12,33.57,73.23,46.51
1,5,28,27.9,23.44,77.23,92.85,39.39,87.83,86.69,40.41
1,5,29,24.73,63.74,148.31,85.9,101.17,70.17,48.75,104.65
1,5,30,33.54,118.17,85.08,119.45,38.4,62.5,99.99,31.83
1,5,31,137.27,129.12,157.48,66.62,73.4,53.31,46.11,25.11
1,5,32,56.61,33.94,59.24,26.63,44.18,59.57,101.97,87.62
1,5,33,99.99,26.48,37.61,27.35,99.59,90.84,35.0,35.57
1,5,34,100.37,103.28,37.32,82.14,78.3,104.53,97.75,43.2
1,5,35,47.63,54.02,32.12,62.03,44.95,35.15,35.87,21.68
1,5,36,105.06,43.29,44.31,140.15,61.04,41.99,20.34,95.05
1,5,37,83.04,121.16,96.16,26.53,92.93,31.52,80.88,76.72
1,5,38,37.7,130.53,76.61,23.43,107.43,85.41,52.49,107.2
1,5,39,156.17,95.73,35.88,136.89,33.3,39.28,103.76,26.41
1,5,40,156.29,130.5,69.89,134.02,46.95,97.56,28.56,22.07
1,5,41,21.82,42.14,75.01,129.04,82.99,74.29,105.43,33.09
1,5,42,141.18,102.41,27.45,114.8,68.12,38.32,29.77,66.6
1,5,43,46.16,104.82,53.76,103.96,95.77,67.29,95.8,61.84
1,5,44,135.92,40.18,35.25,85.33,23.62,88.28,26.09,21.39
1,5,45,131.63,131.71,43.54,122.42,46.79,23.1,107.13,104.48
1,5,46,45.53,135.95,89.63,107.31,30.79,48.97,83.3,86.52
1,5,47,38.82,70.26,74.68,136.34,106.06,24.82,28.04,93.17
1,5,48,89.93,45.18,150.54,62.53,43.06,97.32,79.32,67.76
1,5,49,41.13,82.97,135.55,113.51,101.3,101.43,100.6,38.26
1,5,50,158.58,57.53,47.61,62.42,70.65,55.99,72.84,74.13
1,5,51,59.78,120.79,127.2,145.72,79.77,88.71,39.78,96.49
1,5,52,73.18,35.67,23.99,116.11,81.16,81.87,65.25,64.3
1,5,53,158.19,91.17,142.09,140.13,21.98,50.65,91.05,81.32
1,5,54,100.92,153.38,37.16,84.98,70.39,41.91,29.52,41.89
1,5,55,58.7,109.87,61.53,40.05,26.41,94.7,27.16,23.84
1,5,56,89.64,149.29,101.94,80.8,96.54,24.27,96.19,49.89
1,5,57,115.87,131.13,63.53,65.87,103.36,45.74,93.49,102.23
1,5,58,111.66,49.04,104.24,148.17,33.42,47.14,73.13,37.95
1,5,59,120.34,118.82,69.9,82.3,103.49,24.98,106.3,43.03
1,5,60,38.44,22.75,64.52,76.97,56.1,26.09,84.29,82.03
1,5,61,54.2,40.85,83.59,94.33,100.8,20.1,98.05,66.31
1,5,62,37.04,137.08,129.78,89.27,22.56,44.62,73.41,37.05
1,5,63,123.48,108.86,38.57,69.0,71.16,24.14,31.12,36.52
1,5,64,25.38,140.89,57.06,61.93,47.04,21.12,30.79,48.13
1,5,65,71.33,23.41,139.1,114.84,100.11,52.66,63.56,106.38
1,5,66,25.01,113.45,77.24,101.69,46.33,62.15,76.57,108.82
1,5,67,38.63,130.54,151.47,94.47,36.97,99.31,20.01,30.9
1,5,68,111.03,112.11,91.89,104.55,26.87,29.24,77.58,72.03
1,5,69,48.56,69.74,24.41,61.18,75.0,109.91,20.71,28.21
1,5,70,109.02,75.15,41.71,97.45,78.99,37.06,86.51,74.51
1,6,1,144.7,48.31,106.62,82.28,38.43,81.79,20.92,63.79
1,6,2,81.67,74.16,83.94,122.51,57.37,52.25,53.17,81.82
1,6,3,49.43,83.43,52.18,52.61,92.25,80.71,63.77,104.05
1,6,4,94.17,51.27,90.75,111.59,101.93,95.97,96.27,101.95
1,6,5,38.19,91.39,78.54,25.42,82.28,34.36,41.16,68.78
1,6,6,76.69,117.62,53.33,96.98,53.14,69.08,94.45,61.49
1,6,7,28.57,76.89,115.61,149.78,85.74,63.62,85.73,55.29
1,6,8,87.69,67.49,88.01,142.69,83.06,21.47,36.67,89.26
1,6,9,126.17,60.24,130.6,45.45,51.41,101.06,29.59,77.78
1,6,10,25.21,97.97,120.58,149.48,65.55,96.71,80.53,99.71
1,6,11,35.2,43.75,89.97,159.51,92.56,50.44,68.53,65.65
1,6,12,99.0,113.43,125.21,45.55,73.6,56.64,106.91,82.77
