race_id,driver_id,lap_number,wheel_speed0,wheel_speed1,wheel_speed2,wheel_speed3,wheel_slip0,wheel_slip1,wheel_slip2,wheel_slip3
1,1,49,172.6,129.37,144.3,50.56,-0.94,-0.94,-0.99,0.09
1,1,50,145.71,151.17,144.68,336.28,-0.72,0.96,-0.74,-0.95
1,1,51,154.71,73.91,75.57,134.2,-0.76,-0.34,-0.65,0.2
1,1,52,239.13,126.28,320.9,59.14,-0.85,0.44,-0.66,0.02
1,1,53,97.14,93.09,191.12,55.75,-0.01,-0.6,-0.48,-0.56
1,1,54,104.64,150.71,335.24,304.22,-0.19,0.32,-0.48,-0.74
1,1,55,266.96,194.12,330.07,212.93,-0.94,-0.92,0.95,0.93
1,1,56,255.61,267.35,84.56,202.3,-0.05,0.98,0.16,-0.27
1,1,57,89.27,116.31,296.84,135.91,0.56,-0.03,-0.31,-0.53
1,1,58,109.72,57.35,297.42,173.03,0.39,0.9,-0.89,0.91
1,1,59,104.51,175.7,240.22,160.21,0.65,0.03,-0.46,0.15
1,1,60,153.22,287.96,66.61,262.89,0.88,-0.37,-0.19,-0.56
1,1,61,249.7,53.68,301.33,310.4,-0.84,0.1,0.83,0.11
1,1,62,304.25,76.71,326.01,149.39,0.23,0.54,-0.65,0.77
1,1,63,107.5,315.33,228.98,135.82,-0.59,-0.13,0.34,0.89
1,1,64,167.31,335.47,256.94,70.77,0.99,0.19,-0.41,-0.05
1,1,65,234.15,85.69,136.14,116.76,-0.42,0.23,0.9,-0.31
1,1,66,112.31,302.73,184.94,329.13,0.01,-0.29,0.36,-0.37
1,1,67,56.39,102.05,104.64,165.56,0.82,-0.88,-0.4,-0.88
1,1,68,149.91,287.53,161.37,97.6,0.32,0.68,0.72,-0.85
1,1,69,85.92,144.1,228.6,183.75,0.23,-0.63,0.01,0.17
1,1,70,152.2,286.73,337.65,90.33,1.0,0.32,-0.93,0.53
1,2,1,165.56,77.98,217.1,258.08,-0.26,0.63,0.97,1.0
1,2,2,250.57,148.9,138.09,208.9,-0.25,0.42,-0.52,-0.22
1,2,3,287.55,122.48,284.78,167.94,-0.1,0.34,0.05,0.97
1,2,4,216.77,184.5,99.62,315.32,-0.49,-0.45,0.29,-0.02
1,2,5,305.25,176.86,223.75,244.35,0.6,0.01,-0.46,-0.25
1,2,6,74.92,334.24,152.59,334.06,-0.3,-0.44,-0.02,-0.85
1,2,7,341.3,160.49,61.1,278.95,0.38,0.83,-0.52,0.5
1,2,8,95.82,287.33,235.66,324.89,0.08,-0.2,-0.39,-0.21
1,2,9,339.36,236.69,198.7,239.27,0.86,-0.23,0.59,0.5
1,2,10,240.04,124.97,65.72,298.04,0.34,0.19,-0.87,-0.5
1,2,11,332.99,197.87,340.1,258.8,0.96,-0.25,-0.03,0.15
1,2,12,99.07,119.96,62.78,79.69,-0.9,-0.21,0.44,-0.65
1,2,13,181.24,69.23,82.39,251.9,0.76,-0.92,-0.42,0.39
1,2,14,134.52,275.69,59.81,343.66,-0.44,0.45,-0.7,0.26
1,2,15,144.27,183.61,166.47,117.92,-0.8,0.13,0.79,0.66
1,2,16,339.99,78.6,318.46,309.36,-0.9,-0.66,-0.13,0.39
1,2,17,258.31,123.68,110.83,206.65,-0.14,-0.15,-0.33,-0.13
1,2,18,198.44,213.26,78.42,250.84,-0.83,0.78,0.54,0.37
1,2,19,193.02,87.89,99.16,267.26,-0.07,-0.25,0.77,-0.53
1,2,20,173.18,193.44,119.01,227.77,0.73,-0.23,-0.9,0.21
1,2,21,180.43,161.05,334.33,127.89,-0.97,0.97,-0.05,-0.39
1,2,22,240.95,80.98,335.74,297.91,0.71,-0.18,0.56,-0.59
1,2,23,292.81,161.51,106.36,63.02,-0.81,-0.83,0.56,-0.28
1,2,24,153.27,125.96,319.88,236.82,0.46,-0.35,0.5,0.18
1,2,25,320.29,320.86,62.72,343.59,0.9,0.53,0.89,0.71
1,2,26,294.78,289.37,290.14,330.67,0.3,0.85,0.83,0.26
1,2,27,240.97,124.69,121.98,275.18,0.66,-0.65,0.04,-0.47
1,2,28,74.2,319.11,183.2,149.01,-0.12,-0.65,0.11,-0.12
1,2,29,140.23,139.24,329.02,263.79,0.13,-0.45,-0.43,-0.08
1,2,30,255.23,276.92,198.66,329.64,0.9,0.53,-0.23,-0.68
1,2,31,72.57,128.81,76.38,68.15,-0.68,0.2,0.7,-0.72
1,2,32,79.85,217.63,271.5,126.13,0.09,0.01,-0.04,0.81
1,2,33,267.28,325.34,153.52,309.88,-0.83,-0.08,0.87,-0.03
1,2,34,109.65,254.93,268.42,150.93,0.62,0.05,0.86,0.19
1,2,35,176.39,150.5,138.81,189.94,-0.03,0.91,0.6,0.62
1,2,36,85.53,264.33,73.7,83.39,-0.69,-0.24,0.62,-0.25
1,2,37,202.43,105.73,183.55,74.13,0.9,-0.58,-0.35,0.4
1,2,38,97.13,125.5,68.53,272.57,-0.24,0.06,-0.28,-0.27
1,2,39,303.88,96.07,271.27,200.21,0.49,0.94,-0.31,0.34
1,2,40,90.89,300.58,100.12,52.57,-0.58,-0.68,-0.57,0.87
1,2,41,123.3,132.65,345.43,290.47,-0.3,0.62,0.02,-0.89
1,2,42,313.8,191.69,309.9,254.14,0.27,0.23,0.28,-0.79
1,2,43,186.67,79.84,79.56,140.15,0.62,0.34,0.47,0.25
1,2,44,188.79,136.83,152.66,180.21,-0.18,0.93,-0.57,0.29
1,2,45,245.34,60.73,81.56,117.76,-0.79,-0.41,0.7,0.13
1,2,46,91.92,221.99,87.8,135.32,0.4,-0.73,-0.63,0.49
1,2,47,159.51,313.52,240.34,344.87,-0.54,-0.61,0.66,-0.6
1,2,48,194.54,134.2,326.82,284.66,-0.23,0.65,0.94,0.25
1,2,49,50.67,262.89,162.75,246.37,0.24,0.01,-0.13,0.9
1,2,50,256.66,235.16,115.51,328.26,-0.36,-0.48,0.66,-0.19
1,2,51,192.31,58.91,148.97,299.25,-0.25,0.59,-0.45,-0.5
1,2,52,342.78,229.97,82.16,108.54,-0.77,0.11,0.62,0.84
1,2,53,64.04,104.81,198.33,226.73,0.37,-0.53,0.39,-0.19
1,2,54,155.52,175.89,132.21,238.03,-0.93,-0.84,0.33,0.83
1,2,55,196.34,67.1,94.86,242.3,0.54,0.86,-0.44,-0.72
1,2,56,252.79,294.56,331.28,294.14,-0.99,0.12,-0.54,-0.83
1,2,57,187.54,309.95,247.19,200.89,0.31,-0.8,0.53,-0.08
1,2,58,274.6,160.34,330.11,70.13,-0.97,0.71,0.93,-0.06
1,2,59,298.61,312.54,69.3,307.07,0.25,0.1,-0.83,0.75
1,2,60,268.16,197.27,96.78,143.16,0.39,-0.19,-0.84,-0.96
1,2,61,289.86,306.69,158.82,52.65,-0.92,0.3,-0.99,0.87
1,2,62,183.65,90.03,307.82,139.87,0.4,0.31,-0.02,-0.87
1,2,63,112.94,206.92,85.61,263.93,-0.76,-0.56,0.78,-0.27
1,2,64,150.18,296.54,249.06,211.16,-0.54,0.92,0.61,-0.41
1,2,65,106.92,114.63,237.78,308.99,0.26,-0.67,0.24,0.76
1,2,66,199.98,93.5,336.73,183.99,0.18,-0.73,0.57,-0.3
1,2,67,155.6,51.27,55.9,121.5,-0.55,-0.99,0.52,-0.51
1,2,68,167.15,205.34,63.42,149.7,0.27,-0.47,0.03,-0.57
1,2,69,174.25,166.29,317.32,298.4,0.26,0.52,-0.61,-0.39
1,2,70,259.77,245.59,283.92,186.36,-0.3,0.02,0.47,0.02
1,3,1,237.0,233.62,56.69,253.46,0.76,-0.63,0.82,0.09
1,3,2,280.57,265.69,53.51,112.78,0.27,0.87,0.03,0.84
1,3,3,327.25,230.68,155.03,184.14,-0.59,0.88,0.1,-0.62
1,3,4,292.69,181.34,145.69,177.71,-0.63,-0.57,-0.68,-0.95
1,3,5,95.29,231.84,267.92,62.78,0.77,0.65,-0.93,-0.35
1,3,6,130.61,68.92,216.47,152.47,-0.47,0.32,0.19,0.11
1,3,7,216.15,295.04,92.47,63.52,0.02,0.54,-0.57,-0.9
1,3,8,304.88,76.11,156.9,296.45,0.86,0.46,0.66,-0.85
1,3,9,78.21,195.19,301.11,193.92,-0.44,0.7,0.1,-0.19
1,3,10,243.57,230.62,89.85,292.55,0.87,-0.05,-0.99,0.02
1,3,11,60.13,113.55,158.09,345.97,0.23,0.58,0.17,-0.47
1,3,12,280.48,296.3,139.5,132.14,0.83,0.97,0.08,-0.32
1,3,13,87.32,348.71,217.88,277.18,-0.3,-0.48,-0.7,0.89
1,3,14,332.17,223.14,178.72,102.15,-0.39,-0.76,0.46,-0.88
1,3,15,263.44,230.24,53.93,262.26,0.26,0.16,0.13,0.73
1,3,16,264.06,157.49,125.17,140.7,0.39,-0.6,0.02,0.88
1,3,17,181.76,327.32,168.52,78.74,-0.38,0.13,-0.93,0.74
1,3,18,140.33,184.04,273.3,294.54,0.56,0.18,-0.06,-0.37
1,3,19,139.83,300.23,255.35,260.39,0.06,0.24,0.7,-0.52
1,3,20,179.35,75.7,171.45,303.96,-0.82,-0.26,-0.42,0.81
1,3,21,337.53,180.14,223.6,194.41,0.18,-0.91,-0.24,-0.97
1,3,22,312.18,233.02,249.94,82.26,0.5,0.72,0.47,-0.37
1,3,23,92.84,155.06,276.91,110.91,0.6,-0.62,0.08,0.82
1,3,24,190.0,293.38,255.17,81.33,0.24,0.66,-0.68,0.18
1,3,25,256.34,348.54,248.58,195.77,0.72,0.93,-0.25,0.52
1,3,26,97.98,267.5,217.19,87.08,0.67,0.26,0.47,0.5
1,3,27,320.05,241.25,173.81,160.15,0.21,-0.68,0.87,0.52
1,3,28,190.5,285.45,239.37,281.37,0.97,-0.07,-0.33,0.3
1,3,29,206.93,50.45,332.57,69.95,0.91,0.16,-0.05,-0.96
1,3,30,250.98,348.56,157.76,200.61,0.35,-0.84,0.3,0.26
1,3,31,63.84,183.74,266.39,87.68,0.05,0.89,-0.32,-0.73
1,3,32,143.79,233.17,257.1,257.27,0.76,0.39,-1.0,-0.09
1,3,33,181.54,299.41,220.92,336.92,-0.86,0.36,0.07,0.67
1,3,34,292.13,312.36,53.09,72.93,0.89,0.08,0.67,0.63
1,3,35,208.14,335.01,56.84,293.24,-0.61,-0.35,0.36,-0.82
1,3,36,72.86,83.78,263.19,322.08,-0.15,0.27,-0.61,0.4
1,3,37,50.93,230.69,74.86,137.1,0.33,0.09,-0.76,0.73
1,3,38,334.77,81.98,125.9,182.7,0.9,0.1,-0.28,-0.74
1,3,39,138.04,207.37,207.5,96.6,-0.1,0.39,0.49,-0.05
1,3,40,66.53,308.68,272.36,170.76,0.39,0.06,-0.26,-0.14
1,3,41,314.89,169.59,94.91,210.22,-0.01,-0.95,0.43,-0.45
1,3,42,51.1,133.03,343.76,127.38,-0.87,-0.83,-0.69,0.31
1,3,43,233.55,335.88,299.17,92.3,-0.45,0.15,0.16,0.72
1,3,44,302.65,156.18,206.37,93.06,0.24,-0.9,0.58,-0.58
1,3,45,233.98,198.82,130.86,331.46,0.59,0.91,0.63,0.0
1,3,46,162.08,175.16,89.04,151.76,-0.98,0.2,-0.15,0.1
1,3,47,200.43,131.26,208.78,223.51,0.58,0.92,0.04,0.97
1,3,48,264.4,271.67,270.28,108.17,-0.95,-0.46,0.67,-0.81
1,3,49,97.39,156.85,114.26,258.72,-0.13,-0.82,0.38,0.58
1,3,50,187.31,337.23,268.91,264.59,-0.97,0.79,-0.53,-0.95
1,3,51,145.64,245.77,213.34,183.45,0.69,0.7,0.32,-0.41
1,3,52,194.42,57.15,151.27,222.92,-0.69,-0.33,0.73,-0.23
1,3,53,69.15,133.65,255.15,226.46,0.63,0.92,-0.9,0.5
1,3,54,279.42,65.68,281.98,305.23,-0.15,0.58,0.84,0.41
1,3,55,232.82,233.73,205.67,297.73,0.26,-0.89,0.49,-0.24
1,3,56,124.96,130.95,227.66,280.94,0.2,0.71,-0.69,0.93
1,3,57,261.97,181.44,306.96,290.95,0.04,-0.15,0.72,0.58
1,3,58,70.54,214.24,263.95,156.7,0.5,0.78,0.73,-0.49
1,3,59,164.4,332.35,313.54,142.35,0.33,-0.01,0.91,0.71
1,3,60,76.93,133.2,270.97,196.89,-0.12,-0.52,0.29,0.41
1,3,61,335.59,279.07,126.0,171.67,-0.25,0.29,-0.18,-0.98
1,3,62,66.49,174.12,122.5,192.23,0.08,0.39,-0.52,0.86
1,3,63,301.23,180.67,332.55,347.28,0.42,0.65,0.65,0.89
1,3,64,241.57,195.75,255.23,222.14,-0.7,-0.99,-0.6,-0.38
1,3,65,310.84,241.77,307.75,323.8,0.72,0.15,-0.76,0.89
1,3,66,54.12,202.2,307.46,188.93,-0.74,0.9,0.9,0.29
1,3,67,64.29,190.45,189.13,320.35,-0.74,0.0,0.09,-0.52
1,3,68,65.83,140.3,258.47,289.67,-0.01,0.17,0.71,-0.9
1,3,69,184.56,180.18,143.1,116.19,0.89,0.88,0.22,-0.95
1,3,70,222.67,331.09,295.31,107.16,-0.89,0.16,0.4,0.5
1,4,1,58.28,71.82,299.34,219.56,-0.08,-0.17,-0.0,-0.1
1,4,2,222.25,140.43,220.78,79.15,-0.57,-0.51,-0.6,-0.27
1,4,3,157.09,293.78,82.81,314.1,0.2,0.52,0.62,0.49
1,4,4,319.92,141.0,292.21,338.84,-0.03,0.8,0.75,0.08
1,4,5,303.73,184.96,121.17,174.36,0.67,0.39,0.82,0.01
1,4,6,335.13,133.18,71.5,88.4,-0.15,0.69,-0.92,-0.74
1,4,7,70.58,201.53,329.16,340.92,0.24,0.21,0.13,0.06
1,4,8,261.03,205.02,138.89,122.47,0.32,0.61,-0.01,0.18
1,4,9,197.99,258.56,64.57,140.35,-0.87,0.41,-0.23,0.43
1,4,10,175.21,89.27,74.68,235.17,0.53,-0.74,0.9,0.32
1,4,11,97.37,334.86,168.68,235.11,-0.2,0.37,-0.06,0.15
1,4,12,295.32,205.54,279.13,157.83,0.31,0.3,0.45,0.79
1,4,13,290.16,93.19,334.29,225.06,-0.46,0.7,-0.08,0.13
1,4,14,155.23,320.94,208.0,182.44,-0.4,0.5,-0.49,-0.61
1,4,15,141.67,118.51,288.24,278.13,-0.48,-0.67,0.36,-0.14
1,4,16,266.36,50.41,88.01,148.96,-0.36,-0.19,-0.04,-0.99
1,4,17,306.53,208.2,67.85,153.28,0.91,0.53,0.03,0.26
1,4,18,322.82,338.82,192.46,79.24,0.84,-0.93,0.47,-0.91
1,4,19,74.64,270.9,240.2,294.42,-0.16,-0.12,0.77,0.81
1,4,20,174.74,192.63,223.87,264.12,0.27,-0.41,0.41,0.73
1,4,21,190.85,80.88,239.85,229.59,0.86,0.97,0.75,-0.89
1,4,22,203.44,312.92,67.81,338.84,-0.23,0.24,0.9,-0.89
1,4,23,324.23,258.12,82.98,73.09,-0.84,-0.19,-0.84,0.24
1,4,24,135.27,183.23,63.44,88.07,-0.4,0.28,-0.07,-0.56
1,4,25,280.46,56.08,63.38,104.01,-0.98,-0.19,0.63,0.93
1,4,26,298.13,211.44,166.31,317.6,0.76,-0.82,-0.57,-0.74
1,4,27,287.8,112.36,131.83,105.1,-0.55,-0.17,-0.15,0.9
1,4,28,300.75,83.62,258.0,92.89,0.17,0.69,0.75,-0.27
1,4,29,244.51,315.74,101.77,190.59,-0.3,0.12,0.5,-0.8
1,4,30,267.24,50.01,142.7,303.59,-0.21,-0.34,0.69,0.77
1,4,31,215.2,201.02,175.98,73.85,0.66,0.9,-0.14,0.85
1,4,32,314.15,237.02,136.3,63.79,-0.91,-0.95,-0.67,-0.89
1,4,33,303.76,248.9,272.81,115.3,-0.98,-0.11,0.79,-0.08
1,4,34,190.37,285.3,122.0,322.43,-0.42,-0.46,-0.45,0.3
1,4,35,251.58,106.42,91.95,82.32,0.05,-0.64,0.43,0.27
1,4,36,80.27,117.06,88.89,154.73,-0.95,-0.61,-0.76,0.96
1,4,37,323.87,284.26,260.16,264.05,-0.95,0.87,-0.72,0.11
1,4,38,320.64,115.22,141.26,99.39,-0.5,-0.53,0.18,0.33
1,4,39,188.06,316.36,187.29,142.15,-0.57,0.47,0.37,-0.19
1,4,40,192.56,155.52,201.5,307.8,0.33,0.31,-0.65,0.43
1,4,41,186.26,205.22,132.31,54.11,0.26,0.84,-0.24,-0.02
1,4,42,101.73,117.34,232.52,233.48,0.27,0.96,-0.97,-0.88
1,4,43,136.1,186.36,300.42,311.08,0.19,0.63,0.11,-0.19
1,4,44,348.37,207.26,122.57,83.69,0.35,0.5,0.72,0.98
1,4,45,191.85,219.73,69.89,85.69,-0.13,0.76,0.21,0.62
1,4,46,347.16,229.11,107.45,261.59,0.44,-0.47,-0.93,0.21
1,4,47,134.46,107.76,125.92,219.77,-0.8,-0.54,-0.79,0.91
1,4,48,272.29,86.32,236.09,158.6,-0.66,-0.6,-0.34,0.06
1,4,49,208.16,254.2,92.72,51.73,-0.12,0.75,-0.9,0.97
1,4,50,248.71,203.19,192.85,164.34,0.77,0.25,0.79,0.04
1,4,51,113.39,109.67,231.28,248.4,0.69,-0.06,-0.84,0.55
1,4,52,230.69,50.41,204.21,175.17,0.1,-0.12,0.76,0.36
1,4,53,65.4,307.28,208.33,202.51,0.91,0.25,0.34,-0.61
1,4,54,318.27,330.65,320.01,172.8,-0.97,0.69,-0.77,0.22
1,4,55,107.96,225.29,165.51,247.76,0.25,-0.67,-0.74,-0.59
1,4,56,99.85,75.25,84.32,250.02,0.43,-0.96,0.88,-0.08
1,4,57,228.93,239.45,51.38,240.79,-0.98,0.51,-0.54,0.86
1,4,58,239.02,298.75,68.85,272.23,-0.13,0.04,-0.09,0.03
1,4,59,221.66,116.59,217.8,316.93,0.77,-0.99,-0.32,-0.83
1,4,60,343.34,260.57,218.69,207.3,-0.44,0.29,-0.59,-0.61
1,4,61,70.28,121.19,262.21,268.57,0.09,-0.18,0.55,0.54
1,4,62,240.41,66.97,246.34,198.7,-0.63,0.21,-0.88,0.35
1,4,63,335.26,100.39,52.8,78.4,0.01,0.04,0.73,0.76
1,4,64,66.86,142.77,81.76,233.64,-0.5,-0.71,-0.14,0.75
1,4,65,286.58,257.09,65.55,86.75,-0.74,-0.1,0.0,0.46
1,4,66,202.12,152.47,227.26,132.55,-0.65,-0.78,0.34,0.91
1,4,67,336.44,201.9,186.84,78.8,0.27,-0.56,0.44,-0.29
1,4,68,258.36,175.5,340.08,207.08,0.03,-0.32,0.57,-0.34
1,4,69,314.58,59.64,132.69,251.14,0.5,-0.66,0.1,-0.52
1,4,70,107.17,262.38,183.31,264.56,0.08,0.15,-0.13,-0.77
1,5,1,176.79,193.56,249.23,262.98,-0.4,0.31,0.34,0.06
1,5,2,262.95,205.1,332.88,119.46,-0.28,0.98,-0.04,-0.42
1,5,3,283.13,278.56,341.66,140.54,-0.38,0.92,0.54,0.81
1,5,4,201.2,215.01,192.67,317.89,0.5,-0.44,0.86,-0.42
1,5,5,134.34,147.46,176.28,243.21,0.69,-0.93,0.3,0.4
1,5,6,175.87,256.47,257.71,325.53,0.15,-0.35,0.99,0.43
1,5,7,311.3,70.27,338.58,190.33,0.26,0.81,-0.65,-0.85
1,5,8,317.52,132.04,201.91,155.58,0.96,-0.26,0.21,0.41
1,5,9,331.67,111.98,328.6,339.94,0.16,-0.56,-0.11,0.83
1,5,10,340.0,255.73,340.48,67.49,0.3,0.23,-0.18,-0.42
1,5,11,200.92,127.2,346.59,271.54,-0.0,0.4,0.93,0.26
1,5,12,331.33,288.03,196.48,109.28,0.09,-0.69,-0.08,0.29
1,5,13,54.99,61.41,73.51,109.72,-0.99,-0.62,0.21,-0.28
1,5,14,239.5,270.86,240.93,311.13,0.17,0.8,0.65,-0.22
1,5,15,138.97,88.7,183.17,272.85,-0.89,0.37,0.14,0.55
1,5,16,143.77,115.45,80.81,252.51,0.6,0.47,-0.46,-0.05
1,5,17,210.8,89.37,295.62,309.74,-0.25,0.91,-0.38,-0.92
1,5,18,293.53,60.3,148.8,73.93,0.89,0.78,-0.95,0.75
1,5,19,141.09,258.98,305.2,237.9,-0.8,-0.56,0.52,-0.77
1,5,20,61.29,211.68,158.57,210.37,-0.51,-0.26,-0.73,-0.84
1,5,21,64.72,109.49,122.89,300.65,-0.81,-0.57,-0.68,0.72
1,5,22,314.01,343.71,224.15,274.9,-0.8,-0.98,-0.67,0.56
1,5,23,267.32,210.31,225.79,159.91,-0.36,-0.66,-0.1,0.34
1,5,24,311.8,171.8,50.68,169.86,-0.16,-0.07,-0.04,-0.34
1,5,25,341.05,147.08,221.34,101.91,0.81,0.37,0.11,0.87
1,5,26,127.12,282.23,179.88,341.7,0.67,0.72,-0.0,0.69
1,5,27,84.85,163.55,170.24,313.04,-0.17,-0.55,-0.49,0.9
1,5,28,275.83,230.7,233.43,133.61,0.68,0.27,-0.63,0.56
1,5,29,228.48,181.21,106.01,317.16,0.41,-0.89,-0.45,-0.56
1,5,30,280.44,67.82,188.3,128.97,-0.5,0.54,-0.83,-0.53
1,5,31,289.52,179.43,62.3,267.93,-0.05,0.32,-0.62,0.49
1,5,32,62.54,210.77,171.97,319.01,-0.54,0.2,0.4,-0.85
1,5,33,82.69,81.23,79.98,275.29,-0.66,0.32,0.33,0.48
1,5,34,98.42,345.36,51.47,71.3,-0.33,-0.64,-0.19,-0.37
1,5,35,331.57,98.66,243.99,128.17,0.98,0.76,0.86,0.76
1,5,36,204.52,251.1,180.27,81.05,0.81,0.74,0.28,-0.6
1,5,37,140.27,217.81,294.25,189.43,0.24,0.48,0.79,0.54
1,5,38,333.23,96.02,196.34,66.65,0.11,0.93,0.71,-0.41
1,5,39,50.5,78.82,281.27,349.06,-0.41,-0.29,0.95,-0.14
1,5,40,326.71,343.48,301.49,155.8,0.4,0.01,0.95,-0.82
1,5,41,314.75,95.56,171.32,244.99,0.03,0.08,-0.82,0.67
1,5,42,111.26,221.75,276.18,246.42,0.65,0.88,-0.86,-0.25
1,5,43,162.2,107.52,122.8,260.32,-0.13,-0.73,-0.74,0.47
1,5,44,110.77,297.69,90.69,178.13,-0.5,-0.62,-0.2,0.99
1,5,45,295.23,221.0,156.57,276.2,-0.47,0.15,-0.37,0.95
1,5,46,172.17,258.71,83.89,153.26,0.39,-0.06,-0.55,-0.2
1,5,47,318.83,51.13,228.3,260.77,0.83,-0.7,0.42,0.53
1,5,48,80.0,241.44,104.4,125.34,-0.1,-0.26,-0.91,0.5
1,5,49,76.32,203.86,202.59,302.94,-0.08,0.24,0.46,0.39
1,5,50,266.32,235.38,260.85,321.82,-0.59,0.78,-0.95,1.0
1,5,51,225.29,294.18,334.63,94.41,0.54,-0.88,-0.92,0.64
1,5,52,91.36,252.54,293.95,239.02,0.01,0.08,0.5,-0.67
1,5,53,70.18,347.96,122.23,104.79,-0.68,0.15,0.71,-0.24
1,5,54,160.1,143.29,197.68,76.32,0.74,0.26,-0.73,0.99
1,5,55,66.23,306.91,72.57,190.86,0.61,-0.6,0.9,0.8
1,5,56,261.75,62.27,157.28,215.51,0.2,0.84,0.82,0.74
1,5,57,304.96,165.87,324.03,344.81,-0.45,-0.26,0.27,-0.6
1,5,58,254.41,122.47,216.69,124.43,-0.92,0.38,-0.2,-0.64
1,5,59,263.06,244.04,150.74,284.2,0.57,0.84,-0.92,-0.06
1,5,60,249.38,231.22,139.06,210.39,0.49,0.17,0.58,0.59
1,5,61,138.04,210.53,152.53,53.28,0.58,-0.13,-0.39,0.59
1,5,62,135.81,115.97,156.57,276.63,-0.02,0.27,0.46,0.71
1,5,63,320.45,80.47,136.3,195.78,-0.37,0.43,-0.9,-0.06
1,5,64,197.39,134.07,238.77,332.01,0.71,-0.31,0.34,0.81
1,5,65,287.32,232.06,320.84,175.3,-0.67,0.78,0.03,-0.99
1,5,66,331.62,192.02,155.97,131.63,-0.14,0.33,0.21,0.63
1,5,67,346.79,95.45,250.85,292.47,0.23,-0.91,0.72,0.28
