Lap,Distance_km,Speed_kmh,Temperature_C,Pressure_PSI,Turning_Radius_m,Front_Left_Damage_%,Front_Right_Damage_%,Rear_Left_Damage_%,Rear_Right_Damage_%,Front_Left_Change,Front_Right_Change,Rear_Left_Change,Rear_Right_Change
3,1,258.3309519341955,98.2784598366633,22.194031911819085,34.062628123814505,13.94709605830242,40.34901161852308,7.908834641729456,89.32871166849927,0,0,0,1
3,2,209.85064998530385,87.33964030012717,21.041939868795687,32.47955010799775,73.10147867813063,0.23332592364149196,70.31007776272253,96.13150829365817,0,0,0,1
3,3,243.25545313693573,95.71258479379482,21.56050752687614,39.93199608600326,53.7795070358948,47.85719998731002,98.51313880046153,73.21147913169199,0,0,1,0
3,4,215.05317778519986,92.42073658214422,21.823006356860535,32.079022703260655,7.138084763820052,21.17169669982799,21.724002600197924,32.2173459080831,0,0,0,0
3,5,274.2718603122695,87.60238513766582,22.546078209658084,30.82168980510016,47.41978536131116,50.281672831234125,39.0569815675612,27.27134392670816,0,0,0,0
3,6,286.5886121048247,93.98879831307055,21.24956430573283,42.70473615681285,57.06687165064858,72.55697467166135,76.75380507276756,5.193688729452273,0,0,1,0
3,7,199.1418644647232,103.064511299072,21.601676240827043,34.30149668463474,77.11439689856317,34.752610739800375,38.157136711558294,80.49771029692798,1,0,0,1
3,8,199.061568553964,93.24650380995254,21.13808882544287,42.623373931993925,38.142474551733926,77.53299447370816,84.9982237268959,67.65837619055883,0,1,1,0
4,1,263.13287081205874,86.19071960737621,22.659725998424086,37.69910242551021,85.20265425515606,52.15958640572508,38.75029635312575,24.88140959804198,1,0,0,0
4,2,204.3524949481042,98.330445103327,21.130084149584153,38.49906422612457,15.926330142749723,94.61781312219702,84.3910309302341,66.32799359764864,0,1,1,0
4,3,295.4479703356401,94.23092046874658,21.099194223085085,33.2172692791295,18.335391710129333,92.69569562702806,18.47519071286935,42.687318663616594,0,1,0,0
4,4,216.9876692553813,87.34405333558288,21.15801135690114,37.15820633539215,58.89687270755333,79.40972539424317,29.264109702020637,96.47190018386169,0,1,0,1
4,5,315.8105009977444,90.99234620425248,21.391909933186067,32.08254057985005,83.3399901322008,23.25574218379466,94.57242004212118,29.843962011464765,1,0,1,0
4,6,238.95129861922754,103.21186932388702,22.915443686703835,47.505048296232914,83.77383314401537,23.505141238579462,15.427126890962818,12.466750596888886,1,0,0,0
4,7,230.3831290409578,88.08741247702349,22.917510304213526,40.57869208509577,19.426290421428238,4.248394511548026,41.01266770328036,61.54703003970956,0,0,0,0
4,8,182.87409463859905,96.18404617375538,22.019809069660777,36.39857730533265,98.82762639172572,95.83783887419133,90.45417666904885,10.485996052219726,1,1,1,0
5,1,250.69016766331117,96.6879721982666,21.73456404984827,31.549601731782673,52.551628680976556,48.906590306661776,93.41959004931824,67.27438128346459,0,0,1,0
5,2,272.49171682014423,97.97938103979843,22.536472297724345,34.29818511458832,50.03020338638409,60.701715323107095,96.25224236248984,73.7425734634934,0,0,1,0
5,3,249.48147285364593,97.70899716764742,22.141739399403125,32.725575005474525,21.787065710143782,17.415583825948843,30.61116087562592,63.51724195627181,0,0,0,0
5,4,201.70880449683355,85.88641034926867,22.617984150984196,44.99759083436938,38.91328379537139,57.06647589330094,30.12976991334273,0.5462230590756123,0,0,0,0
5,5,317.3165114072419,101.3522657447165,22.82412767894008,42.42933692443674,59.997354901531466,52.33635664297811,63.83130263162386,19.952276811479088,0,0,0,0
5,6,244.5355497704033,92.14724384559455,21.009040570983682,33.48300948267824,23.469004014853724,79.26276987048321,65.81789942472638,17.753167250142777,0,1,0,0
5,7,243.8043182997437,91.85968673941211,21.940734584804318,31.400679932016413,51.13251663084175,64.59828006764758,0.19349905806144152,6.567218027088151,0,0,0,0
5,8,270.6740585226734,104.83866302507678,22.741848244113815,36.009375255157316,44.12448084517586,82.7818704993339,7.393505900613439,72.55041342442972,0,1,0,0
6,1,180.68812091676435,86.00896447524684,22.536420171137337,45.26415901288996,47.25399246090253,34.599430350453964,59.444835895156345,65.79960707509895,0,0,0,0
6,2,212.25754143202465,99.69922801850882,21.77397214535313,36.05948820377915,94.57873936921601,64.60456476485321,27.5074495085883,38.781737875510814,1,0,0,0
6,3,288.3465803906493,87.21205390030997,22.379471179009442,47.99100454832771,94.02946613353319,74.92220347539332,78.00034411338254,35.10801661605469,1,0,1,0
6,4,202.28842307450896,92.48031836974528,22.796431089926436,46.37157861896419,42.14967995611136,18.56006521842424,22.881384361689094,59.58658017185918,0,0,0,0
6,5,297.3097778612057,97.0625603693359,21.76728898327865,39.18915940609037,87.75817818880606,66.89056598136798,48.61557957020102,21.881491239677764,1,0,0,0
6,6,318.80375887889,99.28421468015246,22.634694033703486,36.71157133360446,58.41530336693207,58.18244277518873,94.6859436032034,20.487672244914712,0,0,1,0
6,7,206.9705496652974,102.29889394652767,21.304773433528233,42.32500061551415,64.35081292874749,20.670063051700772,7.910455619855417,80.19836121323155,0,0,0,1
6,8,281.9970442573713,103.9687007482612,22.08513754860246,33.86994858845553,57.46768549592728,44.84586762689216,72.78663801821187,17.044214099512402,0,0,0,0
7,1,312.2461030180627,89.70200723709803,22.938050579477586,40.89308251660394,89.10007862569951,50.73806132730425,36.96606088608668,38.170829770013185,1,0,0,0
7,2,313.83050166362216,90.00939919629036,22.705395718482276,41.9663306143936,58.60261675059879,77.66684656791188,64.35532382808739,69.12485815181432,0,1,0,0
7,3,269.01020189818223,88.76817404019799,22.526925003020512,49.24741052606419,29.987725233985596,57.84140737402458,71.33538558706712,89.75658539973654,0,0,0,1
7,4,225.06961668659721,100.86504103627692,21.534134098731467,42.32343662188203,29.589729702791445,20.66131938461737,96.18182430517157,64.99059871624496,0,0,1,0
7,5,291.96622015110717,89.26038975494042,21.836283905508203,47.387652349660726,15.413009754849117,43.09287592535932,49.923114009369286,80.04083120406011,0,0,0,1
7,6,260.50341134475735,92.71527052828428,21.592992513715974,32.76456849802216,33.47159537551148,9.053118174149667,25.171804204476235,8.166598772972133,0,0,0,0
7,7,225.0403960026828,90.7901280624253,22.209826026102053,47.06079234450294,85.32335038261027,71.23442894494663,80.08113176825412,82.34875168613493,1,0,1,1
7,8,285.55205305074554,85.06752373254454,22.749793112958425,43.34836489695519,34.587762896641486,64.99086160198226,28.916177538810228,38.16764230132392,0,0,0,0
8,1,270.5356966457441,97.37409073374107,22.05105659185458,35.864110470273204,21.271459040278927,80.71566559163637,25.42039160734706,30.74044395451758,0,1,0,0
8,2,192.21598628084627,97.0691993109062,22.287490748818172,46.80182643326113,96.77955195139482,80.1914554052985,38.00575705642778,15.542013510276952,1,1,0,0
8,3,240.61271424620827,95.3957498617006,21.841623217861493,40.75645508726238,7.44694736417264,74.66716906529936,63.982825471304984,52.966644656410736,0,0,0,0
8,4,202.44831445521052,102.48356784869321,21.20725040832494,36.134921132410064,20.54198849706331,53.89684366689341,14.430542100257737,82.04252865513597,0,0,0,1
8,5,282.3942941343688,101.40325288982841,22.63591079312756,33.5389215399625,70.29955977983651,26.165765809702723,14.405656454357196,64.36619686644816,0,0,0,0
8,6,248.4906430350486,88.24321888253932,22.42305470670302,31.00731496480948,49.79999065413646,64.08530137173078,53.89818240272351,79.80196452982837,0,0,0,1
8,7,248.82343116780015,88.23255901136072,22.122031099412226,46.09716055159701,17.9028015715477,69.07245936448452,34.806939991948404,19.01051120099312,0,0,0,0
8,8,247.45998914897456,87.71486068247998,21.45786198798542,42.6851071231813,46.90400127051888,24.860676363724266,29.728658898291616,20.92284038550951,0,0,0,0
9,1,261.79132690628376,88.44916484553941,21.144488773878383,30.423598920895195,40.7306991507001,84.27037698936432,89.34048097359322,23.11343448630978,0,1,1,0
9,2,283.14374100801035,102.8859528194463,21.452366733915834,48.39468269262163,85.71736195598059,32.6486628514715,72.71722291877192,31.192607285556196,1,0,0,0
9,3,242.12167597143582,104.29876308440467,22.17578426133432,47.46082261865659,73.15717002398529,31.049870035183137,83.57289840700236,19.149718218892875,0,0,1,0
9,4,223.5267782085304,88.6615319192805,21.023886025815322,34.75121786656603,27.6899009874063,45.52556038614707,77.66087465600476,35.24718367601953,0,0,1,0
9,5,214.49906415402546,103.03261025128012,21.006254219834457,47.729754109746025,5.377692896555153,81.91584049028432,30.22210182744145,55.801958235470764,0,1,0,0
9,6,257.26476098061846,85.19541072039974,21.72632983411471,46.71981229001501,31.427340526145862,14.251772852137645,96.53168595305489,33.94577883172008,0,0,1,0
9,7,240.84922059161664,98.44823302065691,22.623109883966567,32.62174300412993,26.990142236624436,93.09665943347008,51.8506901314603,57.861936212604995,0,1,0,0
9,8,206.42494103387716,90.32640699170872,21.84150082893653,43.641292844806614,35.05699007974745,72.70089079233088,93.62474520733777,14.597507405510745,0,0,1,0
10,1,231.62912243552526,88.24328182598451,21.33158268901183,43.82319318090785,42.07129300267343,16.562789484398156,35.738882332971144,38.82122815891332,0,0,0,0
10,2,200.28753348486438,104.73296962059797,22.97121145967858,45.22724983838329,32.385682051484956,99.32447519660845,97.51686888367418,48.40459149853763,0,1,1,0
10,3,236.00634431840723,104.50614492606132,21.646678063418626,44.39905218850514,84.14592238929554,81.74169193481575,59.42399158733854,7.207258679058159,1,1,0,0
10,4,279.44183781515517,102.00987050050969,21.909135401197645,32.533452051513585,98.56848528838299,77.74416133182052,43.513630086807495,21.166914770757938,1,1,0,0
10,5,292.82714872042425,91.85080941780919,21.198650912802922,44.16311738484819,34.142466511971406,33.72638460096466,45.7937667561493,41.02051353249527,0,0,0,0
10,6,239.51593141396165,92.79255855866865,22.59507594134412,37.56860332763848,30.676134235017184,8.487954756016736,78.84881574696581,52.036631338122596,0,0,1,0
10,7,259.66655189347296,95.53204654727637,22.137135719163737,32.313153490552565,31.01695210950054,14.489685325109802,46.04009766257574,33.96819823166434,0,0,0,0
10,8,303.4792210552627,99.800998796225,22.99220744780487,30.674854699325294,76.83581963349654,40.35848296379859,60.70216857238645,60.22959407476583,1,0,0,0
11,1,236.2451795535909,92.05350350584278,22.39956954990222,31.707342884547046,90.66736183702969,68.95837460915182,12.269816973861191,15.696841163149756,1,0,0,0
11,2,316.2340501840796,87.1356876945579,22.631359586287957,41.96433926869574,61.242696267985174,94.16848774800852,96.76972154511265,6.469401285146558,0,1,1,0
11,3,238.45958175029682,91.50392210445347,21.405596865378858,34.67070910089294,28.667002692652055,20.98201258562661,78.75337343650156,75.5060896114389,0,0,1,1
11,4,234.81436518543052,101.67073391694008,21.99282907107709,33.43348461287951,98.26241761425332,60.44344012048174,38.39735728452509,81.97607384014428,1,0,0,1
11,5,192.22923455249696,104.01618545420234,21.054566492793025,34.128957330214426,52.79651615402721,13.728310747246885,24.353335460926672,73.0117602098601,0,0,0,0
11,6,284.4480814801006,97.51172558488832,21.789628919185823,41.66878862969842,65.04072550731324,55.691389800738335,78.00434972460178,9.905315200754005,0,0,1,0
11,7,299.7603683367151,90.15849982326266,22.8415519707798,44.97231006549044,59.868500205446004,76.42398790100924,83.73098282891411,69.73092803853208,0,1,1,0
11,8,249.5053243677715,95.3685288843988,22.467781452109126,32.20528528197351,8.825533737039548,90.91365284396755,2.406167345207344,31.58589715751451,0,1,0,0
12,1,218.60351841478985,96.91287310558297,22.375130998453315,42.063430887436766,69.25018312619405,92.95699259809864,99.496106059507,80.39562900482471,0,1,1,1
12,2,214.27090793386947,90.85561952134253,21.0509960453559,36.94014796773884,4.444149218648974,34.725052856173455,39.91967503991801,42.64894655458858,0,0,0,0
12,3,268.4099357690659,87.1241801883534,21.26258568979579,48.48508695508056,66.460605080707,50.048913012106524,94.88109087356189,45.27538322489947,0,0,1,0
12,4,181.18143886198646,93.45205028733147,21.00091210978863,37.00394925302804,7.4651479845663555,96.2353671408931,92.45141980399579,1.5944957908480273,0,1,1,0
12,5,210.27651209229248,87.7177042540683,21.115788351519534,38.015135704662256,19.724178544744042,8.604454053576038,40.15364542576939,67.2921490549279,0,0,0,0
12,6,317.2309552775307,94.09241368513078,22.501388613991143,42.0199489972115,27.51736730259735,93.09761388169989,77.859922668462,96.3162727189087,0,1,1,1
12,7,246.57692326915685,97.49273798439381,21.280959407240502,45.225964853195684,94.65657366893896,86.8504877513478,41.420321384313986,19.739186676558727,1,1,0,0
12,8,288.1586182237064,100.02664358114602,21.56094658513531,48.84432742168421,44.35112560832323,76.83302075359104,51.10759663912064,92.6888693515077,0,1,0,1
13,1,209.29063567574295,88.31804376518697,22.200413410397413,39.39964260526123,66.4020239957864,25.818805392760424,74.45905425787527,52.6257945134742,0,0,0,0
13,2,273.8120273072711,97.59436561962987,21.63010775175169,33.85705378224378,25.026125543607304,78.37644845064598,9.091404010579007,46.205711668927165,0,1,0,0
13,3,192.73898990474842,89.89365517186063,22.685797950574877,37.115779722407964,0.8735178363325713,88.10289672786767,43.799702866355595,86.38053541329171,0,1,0,1
13,4,227.62063676668885,89.58214893119867,22.023401475639012,34.678339638932144,3.178688471839819,71.95927586014922,49.35496720957625,51.73931507896381,0,0,0,0
13,5,243.1315134291112,97.00442835013634,22.979412097545733,41.20262188752811,44.851392357759245,22.191484307576804,27.297598586250118,39.67423738262767,0,0,0,0
13,6,192.6637875274633,98.31728385825542,22.7567215069811,37.23331895647758,14.901154501140946,1.9737366752800467,42.644449636024405,83.56517820446302,0,0,0,1
13,7,185.2136112589119,96.30626351650406,22.088480939974467,43.747292646577094,74.09580583388187,53.3728629129134,73.0309766005457,65.77441605511788,0,0,0,0
13,8,270.1658214285592,96.57180697146657,21.646566362755948,48.29741006745307,80.10116070476907,79.54910568425355,70.69217676127654,33.84838101611054,1,1,0,0
14,1,265.5332451898564,97.44359998982836,22.56575030232527,47.246859199825835,73.08441811544216,99.5498646032254,89.19496011564065,95.1323240366494,0,1,1,1
14,2,269.1133330792327,102.2802521836075,21.862738126143853,42.11824551550757,30.49136978219307,46.12155216455308,75.51280723159294,17.965490353638735,0,0,1,0
14,3,223.5478039245005,87.1697145403513,21.025386726949975,49.07291504129698,77.13700029361144,40.225832170769124,77.11622672084064,3.2530612278630633,1,0,1,0
14,4,303.80568104981825,92.28076181762104,21.38295106080344,33.40470203128361,2.57311292453255,47.93780270339101,70.06148954027807,24.463248709401576,0,0,0,0
14,5,265.51344465320875,93.99810970295724,21.907325384017973,43.84126369544766,42.93200022782243,6.4819054056592496,96.51017918605922,78.79345371751393,0,0,1,1
14,6,247.9903687884001,96.3154690603282,22.57254846882362,39.47655418019231,42.599833042593374,80.6998122460075,53.8713805375795,57.4517915862773,0,1,0,0
14,7,242.17535608504716,87.55469853424698,22.903748204294878,37.7608098480495,24.22835138928997,16.618351075352233,66.34697431594265,96.01044946030233,0,0,0,1
14,8,227.87329730453345,89.58624527489326,22.746282079510628,45.21459749322091,57.83557982811794,33.09170276888415,71.0809441487792,65.95168504536825,0,0,0,0
15,1,283.4589004277682,85.00311167568363,21.640797733919552,48.687903979715706,1.7857097640505248,66.85782930934057,89.51343472507607,49.13871036441806,0,0,1,0
15,2,267.2915807516091,89.99747470613609,22.776565337494606,32.63574149420768,21.40481525362008,13.230108956183805,90.2603140528964,72.12867123228675,0,0,1,0
15,3,319.491893451465,98.46593390563561,22.271778530412703,36.93095432137089,33.45110341071891,35.90522844788757,13.105186377920909,42.65716034126703,0,0,0,0
15,4,194.93724386264503,93.80832231849237,22.751619984065226,38.01727616207384,82.25812912027183,69.29109938931788,20.25250826357261,35.43489668433796,1,0,0,0
15,5,186.96352596314307,94.45758227631919,22.895344960607925,40.01754165762863,15.560431170795841,94.70010820185415,30.195529315909063,51.59858832980277,0,1,0,0
15,6,262.2867259075156,97.35067622287582,21.64848581663938,49.241496387886045,41.967894670201964,41.06082558342795,96.56636721948666,57.98904032425981,0,0,1,0
15,7,303.16939108223323,102.39673618822955,22.208296010958513,47.651408214694484,6.7426048829462015,10.353123693548127,57.06551742162377,61.32131201885353,0,0,0,0
15,8,317.06076455957896,89.52256524806981,22.204602454623597,30.08762208413712,30.399903372652915,52.09821066287892,78.41504104858657,11.395908972102575,0,0,1,0
16,1,194.6324769448005,91.1801029932696,21.44410246949099,46.29070567170861,16.61187282961698,17.380522684313682,33.54175412487154,12.620686259952796,0,0,0,0
16,2,289.24751147864424,100.92788168536369,21.63142381174521,47.983127999626106,36.00865936833537,42.162732243988984,4.379889951426352,49.62203159523333,0,0,0,0
16,3,295.211777810318,95.69890139334652,21.622702096307695,37.16128849237636,80.46149651043994,22.995130965288592,72.3804418985993,35.82193950958854,1,0,0,0
16,4,263.8282828804181,87.69058648621038,21.1281919500764,38.09064481066788,43.84036187420336,93.5770353998119,9.417441056643504,0.13765653486798035,0,1,0,0
16,5,293.1652544582648,90.93486171599866,21.4087984576356,42.77239434164945,27.23780654920477,88.06293348420186,65.57840444231731,99.56846110763765,0,1,0,1
16,6,293.54246878574423,87.48722108323699,21.293302591548475,49.8250640425653,83.6009387370138,92.58649978539654,68.76736578601928,63.483637564880645,1,1,0,0
16,7,285.70225781816976,87.00413505337113,22.35503407097825,40.04572729578114,21.28429961318864,5.601124786298762,28.37379063670489,92.56424765350295,0,0,0,1
16,8,244.4145178881493,85.24676628755802,22.524127912528993,44.79948164694041,5.962681666436875,49.93601221195543,79.09422608621539,12.282292210697964,0,0,1,0
17,1,309.20192200874715,104.843056766716,21.748923596877955,43.91405552961725,72.18044146611214,40.428687457326575,41.88926862773111,61.69023806640387,0,0,0,0
17,2,232.60967929569833,96.98769249984088,22.061350392885906,37.784036475153506,35.25858702446663,17.273509482717298,43.60603601709793,8.447579909237069,0,0,0,0
17,3,246.25626571180266,90.23581143819423,22.301238215291278,46.3812155929638,43.86433543207904,19.90097271892255,29.573253572192925,97.22681852618067,0,0,0,1
17,4,235.11217771999324,102.57867762681522,21.916358026181438,32.188106264076445,65.50315509974712,24.364242324651066,2.296077757964543,84.76652763157774,0,0,0,1
17,5,195.32256681029412,93.77650188335849,22.403750287394608,40.707753142342526,87.09366181729094,0.7183882786973905,22.16973151011977,2.739158930524699,1,0,0,0
17,6,207.28366017021554,98.06519665490191,22.995147733815873,47.78141154229354,16.482678745400968,48.7443184540632,52.56574165279528,25.157308296161528,0,0,0,0
17,7,233.98247796476974,96.69459003330357,21.220405030558364,34.803315128511734,41.12185403276792,37.46662379508749,1.682671210621045,3.8306928233669213,0,0,0,0
17,8,315.97383226910245,88.90161718574424,22.762706013022004,45.10413583387606,41.92172494387566,59.63497242146002,88.30576139424161,37.34804608023836,0,0,1,0
18,1,274.4620549774206,91.94245171358973,21.16560610409755,30.993618525479413,57.02672478028852,81.81180101940558,47.947651312289366,76.03393232054407,0,1,0,1
18,2,235.5696188207129,96.42256350812717,21.614839287553707,41.285996718306194,74.85718188187798,74.25322501000495,85.81531767953584,97.24288088703406,0,0,1,1
18,3,195.76350386458802,85.09504740357123,22.673982701447095,33.50482939645114,86.68092721762228,86.53828046417442,61.998671900078214,85.72455183827653,1,1,0,1
18,4,285.1435968000209,89.29556483863456,22.508881056441826,44.18766780407376,35.94944756373383,46.67266478163244,83.49209631220768,44.125431562922216,0,0,1,0
18,5,318.75566172542244,94.45642438234808,21.335514678229856,46.187428036095426,91.91863840674826,76.67441617867756,33.23412745927702,28.505295958558285,1,1,0,0
18,6,313.3845969104831,102.23809211014293,21.602505186636442,45.40975839560144,22.41409059688445,72.00298181290341,36.45122511702985,34.554992307941376,0,0,0,0
18,7,191.3768828311945,91.42185453806091,22.82158482740719,32.335684604987044,36.5517769072053,71.51746419919685,72.18103842900683,55.426787114276465,0,0,0,0
18,8,186.141600808289,86.97725958052484,21.71226990137952,43.897895798838775,97.56129004859068,30.89610661935176,1.2657637072391759,71.50876490970153,1,0,0,0
19,1,278.1396142550205,101.20227461685431,22.35819621427176,46.94580103820448,6.323484434806903,44.12357407073958,75.40521012750033,7.808473270536731,0,0,1,0
19,2,193.4107327880882,99.73868615479822,21.83977909581961,36.05495229757083,16.769664775161097,50.201543365284486,38.05861552692568,98.02023345603295,0,0,0,1
19,3,205.38970340857563,102.48452555558009,22.319856765100678,42.48087101106069,3.43908150661687,15.115062102910004,70.34859686650069,31.556271275875346,0,0,0,0
19,4,211.54477202799188,98.70261963053555,22.218302488853144,43.15727790685802,84.85067457135891,17.844884191897425,71.61147623263848,22.806521464859443,1,0,0,0
19,5,184.0443495006975,101.81892643668047,22.26411091694922,34.7586688103577,44.410835226734626,16.494322166619536,89.52063798411189,52.697018151528994,0,0,1,0
19,6,269.1559900012722,99.71263014015868,22.154207007204622,37.890795544658914,12.961283569299354,81.88613970617149,66.56950617477068,23.155466970722916,0,1,0,0
19,7,213.47458232727908,93.15474733921751,21.607290964875563,39.67957086670424,76.94326421773098,14.816742808385719,28.07677029675071,10.961370248683632,1,0,0,0
19,8,235.6220739498908,98.25824477469999,21.27675323303185,32.63544607045623,45.67842706136226,78.32186717296113,0.7692837758065396,43.48813614892414,0,1,0,0
20,1,224.24121431228576,96.6439758897584,22.1556233471265,34.09037564365296,82.34656618760933,85.12478692963853,21.081007176549484,42.2784165403701,1,1,0,0
20,2,255.00010195552557,88.7128146158999,22.682960967827803,45.19207298434209,43.688449038337104,57.12336662235239,3.8902565690059676,92.9027174111581,0,0,0,1
20,3,204.3411054255666,99.04453749591197,21.510381829930562,32.04688632379946,31.786134770650165,90.64384704601999,37.38465709625014,24.60011543465306,0,1,0,0
20,4,180.61082746076764,95.48406222838642,22.91698736459986,36.35792156866724,86.47440190248432,91.62304781765503,0.5141183424567597,91.8084697400187,1,1,0,1
20,5,314.74514438647805,91.72346748893014,21.314956231205187,45.32952679319293,19.075979442424128,69.51966871361209,36.20099771786657,8.706693261461796,0,0,0,0
20,6,284.2999102738546,89.05248950495482,22.453546218818428,42.661275014773636,21.076124657380866,44.80723949157722,38.146179087001975,23.370038255297032,0,0,0,0
20,7,192.87598191550913,93.71053960196777,22.48532031351734,42.832665256792026,1.8421370582889063,17.310384544690294,71.7711478410289,75.43001639499165,0,0,0,1
20,8,249.8233848798217,92.39071790769778,22.984732578944875,32.934142125373086,95.25121155629418,3.521723999707993,44.71702704106253,62.140715098718005,1,0,0,0
21,1,200.45933298617757,93.10345812305205,21.739137708455896,43.60414896620058,19.787162469011644,10.381709763243329,23.878433078084083,50.28744432049608,0,0,0,0
21,2,192.62612670669603,100.44937917399005,22.89704641131164,30.96850508373841,32.6029334684127,12.651029979321148,16.608415402297684,54.33592968514166,0,0,0,0
21,3,244.94144369796018,103.49873526413305,21.10187943799692,33.578874443400984,75.4566014618987,98.545209991491,37.07537217101847,82.48995166819472,1,1,0,1
21,4,262.6561168202852,86.21579054001678,21.76934464581681,38.1630356132094,25.029368294680598,43.5861078085235,26.106593411688074,0.20705449184242886,0,0,0,0
21,5,276.2054840323835,86.25001969606504,22.29369508346779,42.94374330449366,3.688922578222209,86.93171059783674,90.69518634088229,24.549028592573553,0,1,1,0
21,6,286.47744422158354,100.8435855649229,22.727119729978003,43.13886797325361,34.94309072477934,85.58812725283744,50.38939259002826,78.38297266229458,0,1,0,1
21,7,278.303656131614,92.45646064568479,22.837632625931615,37.91675989281362,27.167877770238146,14.681048185621282,44.055194048511495,92.75643168484699,0,0,0,1
21,8,255.63437998036738,94.16352067654253,21.68492985024624,42.647417107775034,8.734835726312994,5.148035927441386,38.872988921519294,81.18792112159888,0,0,0,1
22,1,253.04984026968293,91.64346234379592,22.867890964368637,44.89646848742701,97.38371389859081,12.356453234551779,2.224708110440665,59.98057484849818,1,0,0,0
22,2,252.03346619491208,94.33470817460235,21.756991826345384,33.00263553223302,15.701773573412826,96.9832045986851,0.9223817640066079,90.9004298448534,0,1,0,1
22,3,263.8828397524902,88.59282941127752,22.360578863954462,39.962817095423816,46.3625992491007,82.43018715113463,44.018475871704524,84.26790147870513,0,1,0,1
22,4,234.3762085518798,85.8226367358054,21.263404202183743,36.90002775972278,7.333094897790793,57.80535471853475,1.151705092251054,52.838076597556416,0,0,0,0
22,5,189.8679530729115,102.31939938448846,21.938142666334457,44.17070412329434,69.71681073057823,84.30491358842957,32.97606399453653,11.475001247150974,0,1,0,0
22,6,189.19487482018482,87.03702858831195,21.32888298641356,30.031706854709697,44.91590103866453,82.97831674963942,73.55974352430536,30.446168756237434,0,1,0,0
22,7,203.32514819764395,88.83044324833216,22.188222859687666,48.47477987361085,40.55721446681952,69.81094932294364,56.12220566676472,18.012600909711118,0,0,0,0
22,8,311.4700138120427,100.60498328574026,21.564782693328326,47.18062103699647,22.425818677509156,58.156306474739836,60.722747442678646,93.30210313017237,0,0,0,1
23,1,189.11779010032222,102.71998731568006,22.955128812933378,44.14292278217432,67.97188990150045,87.83733286676014,16.521742493580017,43.232248724361234,0,1,0,0
23,2,305.9734299502546,97.39167164651128,21.367218716607415,41.22794817979003,99.52483246686589,91.82131603665151,21.912362431023126,48.01247402197545,1,1,0,0
23,3,298.84383626139214,94.16093860001669,22.695470818543452,33.36014728202248,93.45489784475085,20.322080359550153,36.015607287917675,25.47101960419732,1,0,0,0
23,4,211.03735030132665,95.42818315059074,21.638244117037758,44.0264536170218,32.641292228316466,10.07452543898857,34.96106023275429,14.55798114609992,0,0,0,0
